source_with_markdown,source_without_markdown,target_without_markdown,target_with_markdown
In the grand scheme of things learning the latest trend isn’t important. Nobody is really saying this explicitly to the community.,In the grand scheme of things learning the latest trend isn’t important. Nobody is really saying this explicitly to the community.,Nobody is really saying this explicitly to the community.,Learning the latest trend isn’t important. Nobody is really saying this explicitly to the community.
"Here’s a list of things that you probably will never see trend on HackerNews and seldom put in most job postings:

_Data Structures, Linked Lists, Trees, Depth First Search, Floyd’s Cycle Detection Algorithm._

However it’s also a list of some stuff that comes up incredibly frequently on technical interviews.

**The disconnect between “UnderbackJS” or whatever is listed on job postings today leave beginners thinking they need to chase and catch up with the latest trend to get the job, not get a solid foundation in what really matters.**

The “Learn to Code Community” is very much an echo-chamber, that can confuse beginners. Unfortunately people with years of experience communicating with other seasoned developers don’t realize what they say will likely be taken out of context by beginners.","Here’s a list of things that you probably will never see trend on HackerNews and seldom put in most job postings: Data Structures, Linked Lists, Trees, Depth First Search, Floyd’s Cycle Detection Algorithm. However it’s also a list of some stuff that comes up incredibly frequently on technical interviews. The disconnect between “UnderbackJS” or whatever is listed on job postings today leave beginners thinking they need to chase and catch up with the latest trend to get the job, not get a solid foundation in what really matters. The “Learn to Code Community” is very much an echo-chamber, that can confuse beginners. Unfortunately people with years of experience communicating with other seasoned developers don’t realize what they say will likely be taken out of context by beginners."," The disconnect between “UnderbackJS’ or whatever is listed on job postings today leave beginners thinking they need to chase and catch up with the latest trend to get the job. The “Learn to Code Community” is very much an echo-chamber, that can confuse beginners.","**The disconnect between “UnderbackJS’ or whatever is listed on job postings today leave beginners thinking they need to chase and catch up with the latest trend to get the job.** The “Learn to Code Community” is very much an echo-chamber, that can confuse beginners."
"As experienced developers, most of the time we care more about a solid foundation and analytical skills rather than experience with the specific tools of the trade. Having hired many solid engineers who learned the specific technologies on the job, knowing specific stuff is generally overrated.","As experienced developers, most of the time we care more about a solid foundation and analytical skills rather than experience with the specific tools of the trade. Having hired many solid engineers who learned the specific technologies on the job, knowing specific stuff is generally overrated.",Having hired many solid engineers who learned the specific technologies on the job is generally overrated.,Having hired many solid engineers who learned the specific technologies on the job is generally overrated.
"**_I wrote some seriously bad code on my first jobs as a web developer_**. Frameworks were just coming out and everyone had been developing in either PHP or CGI. This whole framework thing was relatively new, so I started on relatively equal footing as everyone else.

I made every mistake in the book and my second job in web development had me asking questions like “_what the heck is a unit test?_”. Live and learn. The developer in me is a little bit afraid to know that a lot of the code I wrote long ago, when I was starting out, is still alive in the wild.

But now, people have been writing web applications for many years, and have developed a lot of best practices. On the one hand this means that with code reviews and communicating about code people can get up to speed. It’s possible for people to learn what we as a community took a decade to figure-out in a short period of time in comparison.","I wrote some seriously bad code on my first jobs as a web developer. Frameworks were just coming out and everyone had been developing in either PHP or CGI. This whole framework thing was relatively new, so I started on relatively equal footing as everyone else. I made every mistake in the book and my second job in web development had me asking questions like “what the heck is a unit test?”. Live and learn. The developer in me is a little bit afraid to know that a lot of the code I wrote long ago, when I was starting out, is still alive in the wild. But now, people have been writing web applications for many years, and have developed a lot of best practices. On the one hand this means that with code reviews and communicating about code people can get up to speed. It’s possible for people to learn what we as a community took a decade to figure-out in a short period of time in comparison."," The developer in me is a little bit afraid to know that a lot of the code I wrote long ago, when I was starting out, is still alive in the wild. It's possible for people to learn what we as a community took a decade to figure-out","The developer in me is a little bit afraid to know that a lot of the code I wrote long ago, when I was starting out, is still alive in the wild. It's possible for people to learn what we as a community took a decade to figure-out."
"On the flip side it’s a bit overwhelming to try to fully grok some of the nuances that the community currently talks about. Things like:

*   **Monoliths are great!**
*   **Microservices are where it’s at my friend!**
*   **Microservices are overrated. Monoliths are back in vogue!**
*   **Turbolinks?**

As a community we have 10+ years of baggage we’re lugging around. It makes it easy for us to have context about how the world has been in the past. But hopefully the beginners of today will never have to muck-through a big shitty monolith similar to what I was building in 2008.",On the flip side it’s a bit overwhelming to try to fully grok some of the nuances that the community currently talks about. Things like: * Monoliths are great! * Microservices are where it’s at my friend! * Microservices are overrated. Monoliths are back in vogue! * Turbolinks? As a community we have 10+ years of baggage we’re lugging around. It makes it easy for us to have context about how the world has been in the past. But hopefully the beginners of today will never have to muck-through a big shitty monolith similar to what I was building in 2008.,Monoliths are back in vogue! As a community we have 10+ years of baggage we’re lugging around. It makes it easy for us to have context about how the world has been in the past.,It’s a bit overwhelming to try to fully grok some of the nuances that the community currently talks about.
"When starting out, it’s normal to compare yourself to other people, but in general doing so is a bad idea.

It’s hard to compare yourself with someone who has much more experience than you. This causes beginners often think to themselves:","When starting out, it’s normal to compare yourself to other people, but in general doing so is a bad idea. It’s hard to compare yourself with someone who has much more experience than you. This causes beginners often think to themselves:",It's hard to compare yourself with someone who has much more experience than you. This causes beginners to think to themselves.,It's hard to compare yourself with someone who has much more experience than you. This causes beginners to think to themselves:
"The answer of course is a hard one for them to fully appreciate. It’s nobody ever learns everything that they ever need to, and if that ever happens that you’re not learning something new every day, it’s time to look for a new and more challenging set of problems to tackle.","The answer of course is a hard one for them to fully appreciate. It’s nobody ever learns everything that they ever need to, and if that ever happens that you’re not learning something new every day, it’s time to look for a new and more challenging set of problems to tackle.",It's time to look for a new and more challenging set of problems to tackle. The answer of course is a hard one for them to fully appreciate.,It's time to look for a new and more challenging set of problems to tackle. The answer of course is a hard one for them to fully appreciate.
"Watching talks by Aaron Patterson where he dives into Ruby’s C source code, or using _RubyVM::InstructionSequence_ to figure out what happens under the hood, or how journey implements routing in rails with finite automata instead of regexes still melts my face. Watching those talks is a good reminder of how clueless I am about the inner workings of a lot of things…","Watching talks by Aaron Patterson where he dives into Ruby’s C source code, or using RubyVM::InstructionSequence to figure out what happens under the hood, or how journey implements routing in rails with finite automata instead of regexes still melts my face. Watching those talks is a good reminder of how clueless I am about the inner workings of a lot of things…",Aaron Patterson talks about Ruby's C source code and RubyVM::InstructionSequence.,Aaron Patterson talks about Ruby's C source code and RubyVM::InstructionSequence.
"If you’ve never made a mistake that brought some mission-critical software component screech to a halt, you’ve never really been under the gun to fix things. If that’s the case there are still lessons to learn.

Non-technical people walking to your desk to tell you about some problem you already know about, teaches you a lot. Especially if you are busy desperately trying it. Books can’t teach these kinds of lessons.","If you’ve never made a mistake that brought some mission-critical software component screech to a halt, you’ve never really been under the gun to fix things. If that’s the case there are still lessons to learn. Non-technical people walking to your desk to tell you about some problem you already know about, teaches you a lot. Especially if you are busy desperately trying it. Books can’t teach these kinds of lessons."," Non-technical people walking to your desk to tell you about some problem you already know about, teaches you a lot. Books can’t teach these kinds of lessons.","Non-technical people walking to your desk to tell you about some problem you already know about, teaches you a lot. Books can’t teach these kinds of lessons."
Here’s an example of how things have gotten more complex with Ruby on Rails:,Here’s an example of how things have gotten more complex with Ruby on Rails:,Ruby on Rails has become more complex with Ruby on rails.,Things have become more complex with Ruby on rails.
But today:,But today:," But today, the world's first day of the year was marked by President Obama.",But today:
"While this sounds like things are easier than ever, side effects of the complexity of the systems that is abstracted away quickly come up.

Take this example back in 2008:","While this sounds like things are easier than ever, side effects of the complexity of the systems that is abstracted away quickly come up. Take this example back in 2008:","While this sounds like things are easier than ever, side effects of the complexity of the systems that are abstracted away quickly come up.","While this sounds like things are easier than ever, side effects of the complexity of the systems that are abstracted away quickly come up."
or today,or today,or today today.or today. or today.,or today
"Each of the incremental steps in the right direction has made things a bit tricky to get a handle on. [Rails is optimized for usability, not learnablilty](https://news.ycombinator.com/item?id=3328427), because building real apps in the real world is complicated. This is a great thing, but feeling a bit overwhelmed by all the stuff out there is just part of the learning process these days.

**In retrospect, when I was starting out, my biggest problem was that I had too much bravado and a lack of self-awareness about how much maturity actually mattered.**

Today, the opposite is true for people starting out. They often view people with years of experience like people who have mastered arcane black magic. They see senior developers similar to how I viewed my parent when I was 5 year old: adults with super-powers that I’d never get.

But in other ways, the path to becoming a solid software engineer is the same. People starting out just need a little light illuminating the right path and keeping them on track.","Each of the incremental steps in the right direction has made things a bit tricky to get a handle on. Rails is optimized for usability, not learnablilty, because building real apps in the real world is complicated. This is a great thing, but feeling a bit overwhelmed by all the stuff out there is just part of the learning process these days. In retrospect, when I was starting out, my biggest problem was that I had too much bravado and a lack of self-awareness about how much maturity actually mattered. Today, the opposite is true for people starting out. They often view people with years of experience like people who have mastered arcane black magic. They see senior developers similar to how I viewed my parent when I was 5 year old: adults with super-powers that I’d never get. But in other ways, the path to becoming a solid software engineer is the same. People starting out just need a little light illuminating the right path and keeping them on track.","Rails is optimized for usability, not learnablilty, because building real apps in the real world is complicated. People starting out just need a little light illuminating the right path and keeping them on track.","[Rails is optimized for usability, not learnablilty](https://news.ycombinator.com/item?id=3328427), because building real apps in the real world is complicated. People starting out just need a little light illuminating the right path and keeping them on track."
"I’m lucky to be able to help people looking to enter the world of software engineering find the right path, and go from being super proud of solving problems like FizzBuzz to leveling up to solve traditional CS challenges like Depth First Search, Algorithms Reversing Linked Lists, and complicated Rails Apps, like [this chess app](https://github.com/sprky/sprky_chess), as a team.

**I’m a code mentor at** [**theFirehoseProject**](http://thefirehoseproject.com)**, and it’s been an incredibly rewarding experience to take aspiring web developers under my wing, and to help beginners transition to a new career in web development.**

Even though the situation beginners face when breaking into the world of development is radically different than the situation I faced when I was learning the process is the same: don’t be afraid to break stuff.","I’m lucky to be able to help people looking to enter the world of software engineering find the right path, and go from being super proud of solving problems like FizzBuzz to leveling up to solve traditional CS challenges like Depth First Search, Algorithms Reversing Linked Lists, and complicated Rails Apps, like this chess app, as a team. I’m a code mentor at theFirehoseProject, and it’s been an incredibly rewarding experience to take aspiring web developers under my wing, and to help beginners transition to a new career in web development. Even though the situation beginners face when breaking into the world of development is radically different than the situation I faced when I was learning the process is the same: don’t be afraid to break stuff.",Code mentor at the FirehoseProject helps aspiring web developers find the right path.,**I’m a code mentor at** [**theFirehoseProject**](http://thefirehoseproject.com)** helping aspiring web developers find the right path.
"**_If you liked this post, it would mean a lot to me if you press the recommend button below!_**","If you liked this post, it would mean a lot to me if you press the recommend button below!","If you like this post, it would mean a lot to me if you press the recommend button below.","**_If you like this post, it would mean a lot to me if you press the recommend button below._**"
"For those unfamiliar, Sonar Media Inc. was a [mobile app](http://techcrunch.com/2011/05/23/sonar-finds-you-the-most-relevant-people-in-the-room/) created to help make the world a friendlier place. Our mobile app buzzed in your pocket when friends were near and ushered in a new wave of “[Ambient Social Networking](http://techcrunch.com/2012/03/06/all-the-location-apps-you-have-to-use-at-the-sxsw-royal-rumble/)” companies. Downloaded by millions of people all over the world, Sonar was promoted by Apple and Google in 100+ countries, won numerous awards such as runner-up at TechCrunch Disrupt and Ad:Tech Best Mobile Startup, raised nearly $2,000,000 from prominent angels and VCs, and was featured on more than 300 publications including the New York Times, CNN, CNBC, TechCrunch, and TIME.

And yet, we failed.

We did lots of things right and lots of things wrong at Sonar. Below I do my best to share a few of our lessons learned.","For those unfamiliar, Sonar Media Inc. was a mobile app created to help make the world a friendlier place. Our mobile app buzzed in your pocket when friends were near and ushered in a new wave of “Ambient Social Networking” companies. Downloaded by millions of people all over the world, Sonar was promoted by Apple and Google in 100+ countries, won numerous awards such as runner-up at TechCrunch Disrupt and Ad:Tech Best Mobile Startup, raised nearly $2,000,000 from prominent angels and VCs, and was featured on more than 300 publications including the New York Times, CNN, CNBC, TechCrunch, and TIME. And yet, we failed. We did lots of things right and lots of things wrong at Sonar. Below I do my best to share a few of our lessons learned."," Sonar Media Inc. was a mobile app created to help make the world a friendlier place. Sonar was promoted by Apple and Google in 100+ countries, won numerous awards.","Sonar Media Inc. was a [mobile app](http://techcrunch.com/2011/05/23/sonar-finds-you-the-most-relevant-people-in-the-room/) created to help make the world a friendlier place. Sonar was promoted by Apple and Google in 100+ countries, won numerous awards."
"We launched Sonar with Facebook, Twitter, and Foursquare support. Shortly thereafter, users buffeted us with requests for Linkedin integration. Ostensibly, they wanted to use the app to meet fellow professionals.

Eager to please, we rushed to add Linkedin. The net effect? Nada. My guess is that the people asking were not actual users, but rather people that “wanted to be” users. We had mistaken noise for signal.

**_Lesson learned:_**

“I would use your product if only you had X feature” is a dangerous signal to follow. Users do their best to anticipate what they want before they’ve seen it but, like entrepreneurs, they are often wrong.

Enterprise companies should validate demand by asking customers to put their money where their mouths are. Media and social networking companies should double down on analytics to find, observe, and build for actual user behavior.","We launched Sonar with Facebook, Twitter, and Foursquare support. Shortly thereafter, users buffeted us with requests for Linkedin integration. Ostensibly, they wanted to use the app to meet fellow professionals. Eager to please, we rushed to add Linkedin. The net effect? Nada. My guess is that the people asking were not actual users, but rather people that “wanted to be” users. We had mistaken noise for signal. Lesson learned: “I would use your product if only you had X feature” is a dangerous signal to follow. Users do their best to anticipate what they want before they’ve seen it but, like entrepreneurs, they are often wrong. Enterprise companies should validate demand by asking customers to put their money where their mouths are. Media and social networking companies should double down on analytics to find, observe, and build for actual user behavior.","We launched Sonar with Facebook, Twitter, and Foursquare support. Users buffeted us with requests for Linkedin integration.","We launched Sonar with Facebook, Twitter, and Foursquare support. Users buffeted us with requests for Linkedin integration. “I would use your product if only you had X feature” is a dangerous signal to follow."
"One of the most requested features was a “map like foursquare” for our check-ins. Instead, we appended a simple “@Sonar” to content that users shared from our app. Although we had designs for a map, we never got around to building one. We were too busy building the future of ambient social networking!

Mistake. People [didn’t like](http://www.quora.com/How-can-I-remove-the-sonarme-from-tweets-when-using-the-Sonar-app-on-my-iPhone) the bland “@Sonar” text string so they stopped sharing updates from Sonar. Their friends never engaged with our updates in the first place. Facebook noticed this and started hiding our posts. Instead of optimizing for actual user behavior, we spent countless whiteboarding sessions trying in vain to design an alternative.

**_Lesson learned:_**

You are probably not the Steve Jobs of \_\_\_\_\_\_.","One of the most requested features was a “map like foursquare” for our check-ins. Instead, we appended a simple “@Sonar” to content that users shared from our app. Although we had designs for a map, we never got around to building one. We were too busy building the future of ambient social networking! Mistake. People didn’t like the bland “@Sonar” text string so they stopped sharing updates from Sonar. Their friends never engaged with our updates in the first place. Facebook noticed this and started hiding our posts. Instead of optimizing for actual user behavior, we spent countless whiteboarding sessions trying in vain to design an alternative. Lesson learned: You are probably not the Steve Jobs of ______.","One of the most requested features was a “map like foursquare” for our check-ins. Instead of optimizing for actual user behavior, we spent countless whiteboarding sessions trying in vain to design an alternative.","One of the most requested features was a “map like foursquare” for our check-ins. Instead of optimizing for actual user behavior, we spent countless whiteboarding sessions trying in vain to design an alternative."
Removing friction from existing user behaviors (e.g. checkins) almost always has a higher ROI than building castles in the sky (e.g. hypothesizing about your API). Find all the [dead ends/local maxima](http://thegongshow.tumblr.com/post/56882927895/iterative-testing-vs-big-swings-in-product-design) in your current products before building new ones!,Removing friction from existing user behaviors (e.g. checkins) almost always has a higher ROI than building castles in the sky (e.g. hypothesizing about your API). Find all the dead ends/local maxima in your current products before building new ones!,Removing friction from existing user behaviors (e.g. checkins) almost always has a higher ROI than building castles in the sky. Find all the dead ends/local maxima in your current products before building new ones.,Removing friction from existing user behaviors (e.g. checkins) almost always has a higher ROI than building castles in the sky. Find all the [dead ends/local maxima](http://thegongshow.tumblr.com/post/56882927895/iterative-testing-vs-big-swings-in-product-design) in your current products before building new ones.
"We received conflicting advice from lots of smart people about which is more important. We focused on engagement, which we improved by orders of magnitude. No one cared.

**_Lesson learned:_**

Growth is the only thing that matters if you are building a social network. Period. Engagement is great but you aren’t even going to get the meeting unless your top-line numbers reach a certain threshold (which is different for seed vs. series A vs. selling advertising).","We received conflicting advice from lots of smart people about which is more important. We focused on engagement, which we improved by orders of magnitude. No one cared. Lesson learned: Growth is the only thing that matters if you are building a social network. Period. Engagement is great but you aren’t even going to get the meeting unless your top-line numbers reach a certain threshold (which is different for seed vs. series A vs. selling advertising).","We received conflicting advice from lots of smart people about which is more important. We focused on engagement, which we improved by orders of magnitude.","We received conflicting advice from lots of smart people about which is more important. We focused on engagement, which we improved by orders of magnitude."
"I realized the error of my customer acquisition strategy as I awkwardly made my way through a small Meetup I had just pitched. It was 11pm on a Tuesday, I was exhausted and still had real work to do once I got home. Yet there I was, in a shitty bar trying not to skewer anyone with my Sonar sign as I dodged person after person asking me to install THEIR app.

**_Lesson Learned:_**

Events are for research, business development, and hiring; NOT for getting to 10,000,000 downloads.","I realized the error of my customer acquisition strategy as I awkwardly made my way through a small Meetup I had just pitched. It was 11pm on a Tuesday, I was exhausted and still had real work to do once I got home. Yet there I was, in a shitty bar trying not to skewer anyone with my Sonar sign as I dodged person after person asking me to install THEIR app. Lesson Learned: Events are for research, business development, and hiring; NOT for getting to 10,000,000 downloads.",I realized the error of my customer acquisition strategy as I awkwardly made my way through a small Meetup.,I realized the error of my customer acquisition strategy as I awkwardly made my way through a small Meetup.
"When MTV, Kraft, Digitas, and the like reached out to us we weren’t sure what they wanted. It took us at least 10 meetings to realize that, rather than delivering us millions of their customers on a silver platter, they were keeping tabs on us so that they could get access to OUR audience if we ever took off!

**_Lesson Learned:_**

Be polite, but postpone brand and agency “intros” until you’ve built your own audience. If you build it, they will come (and pay).

Corollary: Investors know this. You sound stupid when you talk about your impending “big deal” with “XYZ brand” that’s going to drive massive customer acquisition and revenue.","When MTV, Kraft, Digitas, and the like reached out to us we weren’t sure what they wanted. It took us at least 10 meetings to realize that, rather than delivering us millions of their customers on a silver platter, they were keeping tabs on us so that they could get access to OUR audience if we ever took off! Lesson Learned: Be polite, but postpone brand and agency “intros” until you’ve built your own audience. If you build it, they will come (and pay). Corollary: Investors know this. You sound stupid when you talk about your impending “big deal” with “XYZ brand” that’s going to drive massive customer acquisition and revenue.","When MTV, Kraft, Digitas, and the like reached out to us, we weren't sure what they wanted. It took us at least 10 meetings to realize that, rather than delivering us millions of customers on a silver platter, they were keeping tabs on us","When MTV, Kraft, Digitas, and the like reached out to us, we weren't sure what they wanted. It took us at least 10 meetings to realize that, rather than delivering us millions of customers on a silver platter, they were keeping tabs on us"
"In the winter of 2011, we signed a partnership w/ Wired magazine to demonstrate our technology by providing visitors of their Times Square popup store with personalized in-store product recommendations.

That “small side project” cost us 6 weeks of development and delivered no appreciable benefit other than getting to hang out with the cool people at Wired.

**_Lesson Learned:_**

You do not have 20% time. Identify your top three priorities. Throw away numbers two and three.","In the winter of 2011, we signed a partnership w/ Wired magazine to demonstrate our technology by providing visitors of their Times Square popup store with personalized in-store product recommendations. That “small side project” cost us 6 weeks of development and delivered no appreciable benefit other than getting to hang out with the cool people at Wired. Lesson Learned: You do not have 20% time. Identify your top three priorities. Throw away numbers two and three.","In the winter of 2011, we signed a partnership w/ Wired magazine to demonstrate our technology by providing visitors of their Times Square popup store with personalized in-store product recommendations.","In the winter of 2011, we signed a partnership w/ Wired magazine to demonstrate our technology by providing visitors of their Times Square popup store with personalized in-store product recommendations."
"In the run up to SXSW 2012 when the insider media had fabricated Highlight as heir to the throne and some of our more fair weather investors had written us off, my confidence was against the ropes. We reordered our roadmap to rush out comparable features but were now BEHIND. I put on my best brave face but inside my gut was rotting away. I still remember thinking on the flight to Austin “fck, we had it, and now we are going to lose it.”

Oops! Highlight never went anywhere but we definitely wasted a ton of energy and sleep “responding to the threat” when we should have been figuring out how to make our own business work.

**_Lesson Learned:_**

Be steady at the wheel. The only way one startup can kill another startup is by getting into the other’s head and leading them off a cliff.","In the run up to SXSW 2012 when the insider media had fabricated Highlight as heir to the throne and some of our more fair weather investors had written us off, my confidence was against the ropes. We reordered our roadmap to rush out comparable features but were now BEHIND. I put on my best brave face but inside my gut was rotting away. I still remember thinking on the flight to Austin “fck, we had it, and now we are going to lose it.” Oops! Highlight never went anywhere but we definitely wasted a ton of energy and sleep “responding to the threat” when we should have been figuring out how to make our own business work. Lesson Learned: Be steady at the wheel. The only way one startup can kill another startup is by getting into the other’s head and leading them off a cliff.",The only way one startup can kill another startup is by getting into the other’s head and leading them off a cliff.,The only way one startup can kill another startup is by getting into the other’s head and leading them off a cliff.
"If you don’t believe me, try this proof. Are your competitors releasing a bunch of the same features that you have on your roadmap? Yes? Do you know what consumers want\*? No? Great, then neither do your competitors. Get back to figuring out what users want!

Hint: If you did, you would already have traction.","If you don’t believe me, try this proof. Are your competitors releasing a bunch of the same features that you have on your roadmap? Yes? Do you know what consumers want*? No? Great, then neither do your competitors. Get back to figuring out what users want! *Hint: If you did, you would already have traction."," Are your competitors releasing a bunch of the same features that you have on your roadmap? Yes? Do you know what consumers want? No? Great, then neither do your competitors. Get back to figuring out what users want!","Are your competitors releasing a bunch of the same features that you have on your roadmap? Yes? Do you know what consumers want? No? Great, then neither do your competitors. Get back to figuring out what users want!"
"When the ambient social networking space iced over in the spring of 2012, Sonar’s controlling investors decided it was time to “flip the asset.” They connected us with a daily deals company looking for “Big Data” solutions. We stopped working on the app and devoted all of our resources to repacking our backend technology to solve BigCo’s problems. Instead of paring down expenses to extend our dwindling runway, we piled on hires and ramped up our infrastructure.

The daily deals space imploded but we spent nearly nine months, dozens of meetings, and several hundred thousand dollars “selling” Sonar into a company that nearly went bankrupt.

**_Lesson Learned:_**

Companies don’t get sold, they get bought. The best way to get bought is to build something of value. That’s hard to do when you are trying to sell.","When the ambient social networking space iced over in the spring of 2012, Sonar’s controlling investors decided it was time to “flip the asset.” They connected us with a daily deals company looking for “Big Data” solutions. We stopped working on the app and devoted all of our resources to repacking our backend technology to solve BigCo’s problems. Instead of paring down expenses to extend our dwindling runway, we piled on hires and ramped up our infrastructure. The daily deals space imploded but we spent nearly nine months, dozens of meetings, and several hundred thousand dollars “selling” Sonar into a company that nearly went bankrupt. Lesson Learned: Companies don’t get sold, they get bought. The best way to get bought is to build something of value. That’s hard to do when you are trying to sell.","When the ambient social networking space iced over in the spring of 2012, Sonar’s controlling investors decided it was time to ‘flip the asset’","When the ambient social networking space iced over in the spring of 2012, Sonar’s controlling investors decided it was time to “flip the asset.”"
"We built Sonar out of an incubator that I helped launch in 2010. To be absolutely clear, the incubator was instrumental to getting Sonar off the ground and helped us considerably along the way. Unfortunately, there are a number of structural issues facing incubators and the operators they employ. I address some of these below.

The decoupling of responsibility from control created ambiguity and confusion, tension and frustration for all parties. From day to day decisions such as negotiating an employment contract to company defining ones such as when to sell the firm, alignment was a constant challenge. Occasionally, we were simply at odds.

Perhaps the most detrimental aspect of the incubator model was not its potential for hinderance but its facility as a crutch. As someone responsible for building and running a company that I ultimately didn’t control, it was far too easy to point a finger.","We built Sonar out of an incubator that I helped launch in 2010. To be absolutely clear, the incubator was instrumental to getting Sonar off the ground and helped us considerably along the way. Unfortunately, there are a number of structural issues facing incubators and the operators they employ. I address some of these below. The decoupling of responsibility from control created ambiguity and confusion, tension and frustration for all parties. From day to day decisions such as negotiating an employment contract to company defining ones such as when to sell the firm, alignment was a constant challenge. Occasionally, we were simply at odds. Perhaps the most detrimental aspect of the incubator model was not its potential for hinderance but its facility as a crutch. As someone responsible for building and running a company that I ultimately didn’t control, it was far too easy to point a finger.","We built Sonar out of an incubator that I helped launch in 2010. Unfortunately, there are a number of structural issues facing incubators and the operators they employ.","We built Sonar out of an incubator that I helped launch in 2010. Unfortunately, there are a number of structural issues facing incubators and the operators they employ."
"In my opinion, the most tragic example came when our incubator sat on a financing that would have rebooted the company. After nearly a month at loggerheads, our would-be investors gave us 48 hours to “take it or leave it.” In hopes of saving the company, I made an ultimatum: we move forward together or I would have to walk away. No one budged, time elapsed, and our term sheet evaporated. I resigned as promised, blaming them for killing my baby.

**_Lesson Learned:_**

As John Burroughs said, “A man can fail many times, but he isn’t a failure until he begins to blame somebody else.” Avoid bad relationships like the plague but when you inevitably find yourself in a difficult partnership, don’t waste precious energy wailing against it. Make it work or move on quickly.","In my opinion, the most tragic example came when our incubator sat on a financing that would have rebooted the company. After nearly a month at loggerheads, our would-be investors gave us 48 hours to “take it or leave it.” In hopes of saving the company, I made an ultimatum: we move forward together or I would have to walk away. No one budged, time elapsed, and our term sheet evaporated. I resigned as promised, blaming them for killing my baby. Lesson Learned: As John Burroughs said, “A man can fail many times, but he isn’t a failure until he begins to blame somebody else.” Avoid bad relationships like the plague but when you inevitably find yourself in a difficult partnership, don’t waste precious energy wailing against it. Make it work or move on quickly.","In hopes of saving the company, I made an ultimatum: We move forward together or I would have to walk away. I resigned as promised, blaming them for killing my baby.","In hopes of saving the company, I made an ultimatum: We move forward together or I would have to walk away. I resigned as promised, blaming them for killing my baby."
"We lost our first would-be hire, a fantastic Google engineer. While we were debating his contract, he was taking a job elsewhere. Conversely, we hired another, much less proven, engineer on the spot. While he ultimately wasn’t a great cultural fit and we definitely waited too long to part ways, he was instrumental in getting V1 out the door.

**_Lesson Learned:_**

If you are an experienced entrepreneur with lots of options, by all means, hold out. For most first time entrepreneurs, holding out risks never getting off the ground.

In the beginning, established people probably won’t work with you. Prove yourself by finding diamonds in the rough, like yourself. With their help, you can level up your organization and convince the big fish to join.","We lost our first would-be hire, a fantastic Google engineer. While we were debating his contract, he was taking a job elsewhere. Conversely, we hired another, much less proven, engineer on the spot. While he ultimately wasn’t a great cultural fit and we definitely waited too long to part ways, he was instrumental in getting V1 out the door. Lesson Learned: If you are an experienced entrepreneur with lots of options, by all means, hold out. For most first time entrepreneurs, holding out risks never getting off the ground. In the beginning, established people probably won’t work with you. Prove yourself by finding diamonds in the rough, like yourself. With their help, you can level up your organization and convince the big fish to join.","We lost our first would-be hire, a fantastic Google engineer. While we were debating his contract, he was taking a job elsewhere.","We lost our first would-be hire, a fantastic Google engineer. While we were debating his contract, he was taking a job elsewhere."
"We built an amazing team at Sonar. Everyone was extremely smart, passionate, dedicated, and hardworking. We celebrated milestones with tequila. We hung at the beach. Even when times were tough, everyone pushed as far as they possibly could, and then some. I have big love for all of my former colleagues and am confident they feel similarly.

That said, our culture was more of an emergent property than a deliberate choice. Sure, we had brainstorming sessions and posted goals prominently but most of our culture we absorbed from the people with whom we surrounded ourselves.

**_Lesson Learned:_**

Think of culture as a cofounder that is present when you are not. You are decisive, communicative, and respectful but it’s your culture that helps everyone know how to act when you are out of the room. Give that voice clarity and authority.","We built an amazing team at Sonar. Everyone was extremely smart, passionate, dedicated, and hardworking. We celebrated milestones with tequila. We hung at the beach. Even when times were tough, everyone pushed as far as they possibly could, and then some. I have big love for all of my former colleagues and am confident they feel similarly. That said, our culture was more of an emergent property than a deliberate choice. Sure, we had brainstorming sessions and posted goals prominently but most of our culture we absorbed from the people with whom we surrounded ourselves. Lesson Learned: Think of culture as a cofounder that is present when you are not. You are decisive, communicative, and respectful but it’s your culture that helps everyone know how to act when you are out of the room. Give that voice clarity and authority.","We built an amazing team at Sonar. Everyone was extremely smart, passionate, dedicated, and hardworking.","We built an amazing team at Sonar. Everyone was extremely smart, passionate, dedicated, and hardworking."
"The trick is to avoid hollow words. Since a startup’s culture ultimately mirrors that of its founder, maybe the best thing that you can do is work hard to get clear on who you are. Write that down and share it with your team. If you’ve been honest, every action you take will reinforce your values.","The trick is to avoid hollow words. Since a startup’s culture ultimately mirrors that of its founder, maybe the best thing that you can do is work hard to get clear on who you are. Write that down and share it with your team. If you’ve been honest, every action you take will reinforce your values.",The trick is to avoid hollow words. Write that down and share it with your team. Every action you take will reinforce your values.,The trick is to avoid hollow words. Write that down and share it with your team. Every action you take will reinforce your values.
